,Customer ID,RECENCY,FREQUENCY,MONETARY,FINAL_CLUSTER,SEGMENT
600,13428.0,9,71,295.69000000000005,1,Low-Value
4519,17439.0,655,7,295.74,0,Lost Customer
519,13343.0,177,16,295.83,1,Low-Value
5342,18280.0,277,17,295.8500000000001,2,Mid-Value
1112,13962.0,21,19,296.04999999999995,1,Low-Value
4379,17296.0,729,26,296.14,0,Lost Customer
5163,18100.0,549,19,296.15999999999997,0,Lost Customer
3646,16552.0,242,12,296.21000000000004,2,Mid-Value
913,13751.0,287,9,296.24999999999994,2,Mid-Value
4700,17627.0,478,10,296.36000000000007,0,Lost Customer
2316,15200.0,494,16,296.45,0,Lost Customer
993,13840.0,415,17,296.75000000000006,2,Mid-Value
7,12777.0,457,16,296.79999999999995,2,Mid-Value
4021,16932.0,52,71,296.96000000000015,1,Low-Value
1967,14835.0,528,2,297.0,0,Lost Customer
2553,15442.0,248,1,297.0,2,Mid-Value
2817,15709.0,283,23,297.15,2,Mid-Value
3244,16142.0,249,18,297.29999999999995,2,Mid-Value
2153,15036.0,71,73,297.5999999999998,1,Low-Value
2722,15613.0,609,16,297.59999999999997,0,Lost Customer
4872,17804.0,375,59,297.7899999999999,2,Mid-Value
2165,15048.0,64,60,297.89,1,Low-Value
4195,17111.0,46,32,297.92,1,Low-Value
4860,17792.0,466,36,298.04999999999995,2,Mid-Value
510,13332.0,13,18,298.24999999999994,1,Low-Value
4025,16936.0,25,61,298.68,1,Low-Value
1510,14369.0,641,15,298.9099999999999,0,Lost Customer
5248,18186.0,722,10,298.98,0,Lost Customer
4780,17711.0,10,18,299.29999999999995,1,Low-Value
2551,15440.0,54,43,299.3,1,Low-Value
522,13346.0,462,6,299.40000000000003,2,Mid-Value
53,12864.0,137,7,299.57,1,Low-Value
4098,17012.0,724,27,299.76,0,Lost Customer
1052,13899.0,15,14,300.02,1,Low-Value
833,13670.0,74,18,300.1600000000001,1,Low-Value
2279,15163.0,17,28,300.2699999999999,1,Low-Value
2887,15781.0,24,17,300.46000000000004,1,Low-Value
4637,17564.0,23,30,300.51000000000005,1,Low-Value
4629,17556.0,205,14,300.67,2,Mid-Value
5009,17945.0,696,47,301.3,0,Lost Customer
1418,14273.0,50,16,301.37000000000006,1,Low-Value
182,12999.0,195,14,301.44,1,Low-Value
4636,17563.0,577,21,301.44000000000005,0,Lost Customer
2561,15450.0,29,19,301.88000000000005,1,Low-Value
2924,15818.0,587,8,302.4,0,Lost Customer
3171,16069.0,417,15,302.50000000000006,2,Mid-Value
164,12981.0,29,17,302.73999999999995,1,Low-Value
3674,16582.0,112,5,303.11999999999995,1,Low-Value
2988,15883.0,1,36,303.32,1,Low-Value
2207,15090.0,307,18,303.32000000000005,2,Mid-Value
900,13737.0,199,24,303.35,1,Low-Value
4766,17697.0,235,17,303.55,2,Mid-Value
3585,16489.0,379,6,303.70000000000005,2,Mid-Value
5221,18159.0,300,9,303.75,2,Mid-Value
1862,14727.0,273,31,303.88,2,Mid-Value
2548,15437.0,261,39,304.0599999999999,2,Mid-Value
3026,15922.0,372,9,304.1,2,Mid-Value
2526,15415.0,312,27,304.15999999999997,2,Mid-Value
4416,17333.0,85,14,304.22999999999996,1,Low-Value
3317,16217.0,234,15,304.25,2,Mid-Value
2474,15360.0,39,10,304.33000000000004,1,Low-Value
5167,18104.0,36,16,304.4,1,Low-Value
4328,17245.0,204,21,304.68,2,Mid-Value
5238,18176.0,357,18,304.75000000000006,2,Mid-Value
527,13351.0,65,13,305.14,1,Low-Value
584,13412.0,619,21,305.2,0,Lost Customer
557,13383.0,543,1,305.28000000000003,0,Lost Customer
2998,15893.0,481,1,305.28000000000003,0,Lost Customer
4474,17391.0,163,2,305.28000000000003,1,Low-Value
5037,17973.0,51,12,305.42,1,Low-Value
2740,15631.0,641,19,305.51,0,Lost Customer
3281,16181.0,72,11,305.5400000000001,1,Low-Value
1494,14353.0,214,19,305.76000000000005,2,Mid-Value
4162,17077.0,577,1,306.0,0,Lost Customer
3797,16706.0,36,63,306.14,1,Low-Value
4009,16920.0,410,19,306.45000000000005,2,Mid-Value
2701,15592.0,46,18,306.49,1,Low-Value
3946,16856.0,14,16,306.59000000000003,1,Low-Value
3154,16052.0,53,27,306.86000000000007,1,Low-Value
3420,16324.0,127,68,306.8899999999998,1,Low-Value
4183,17099.0,532,19,306.90999999999997,0,Lost Customer
5111,18048.0,202,35,307.28,1,Low-Value
1191,14042.0,724,13,307.47999999999996,0,Lost Customer
1932,14799.0,50,21,307.59999999999997,1,Low-Value
2628,15519.0,382,26,308.05999999999995,2,Mid-Value
4278,17195.0,654,16,308.09999999999997,0,Lost Customer
2864,15756.0,60,90,308.30999999999983,1,Low-Value
3942,16851.0,3,17,308.78999999999996,1,Low-Value
193,13010.0,373,11,309.12,2,Mid-Value
5312,18250.0,309,18,309.22,2,Mid-Value
2631,15522.0,32,36,310.04,1,Low-Value
1398,14252.0,380,7,311.67,2,Mid-Value
4787,17718.0,231,16,312.0,2,Mid-Value
1107,13957.0,417,18,312.0100000000001,2,Mid-Value
3548,16452.0,630,17,312.17,0,Lost Customer
2113,14996.0,480,28,312.25,0,Lost Customer
5270,18208.0,565,14,312.58,0,Lost Customer
1316,14170.0,374,59,312.76,2,Mid-Value
1415,14270.0,331,17,313.04999999999995,2,Mid-Value
2146,15029.0,619,8,313.2,0,Lost Customer
667,13498.0,729,16,313.46,0,Lost Customer
4155,17070.0,113,56,313.52000000000004,1,Low-Value
2974,15869.0,276,33,313.61,2,Mid-Value
268,13087.0,725,15,313.64,0,Lost Customer
1152,14002.0,133,27,313.65,1,Low-Value
2833,15725.0,14,25,313.74,1,Low-Value
901,13738.0,395,45,313.7899999999999,2,Mid-Value
1866,14731.0,46,37,313.79999999999995,1,Low-Value
2978,15873.0,499,6,313.91999999999996,0,Lost Customer
4024,16935.0,381,40,314.16,2,Mid-Value
1905,14771.0,620,24,314.34,0,Lost Customer
1032,13879.0,645,20,314.65000000000003,0,Lost Customer
4717,17647.0,64,11,314.65999999999997,1,Low-Value
4205,17121.0,402,12,314.74,2,Mid-Value
114,12930.0,77,19,315.0,1,Low-Value
3580,16484.0,173,19,315.05000000000007,1,Low-Value
4076,16988.0,4,17,315.46999999999997,1,Low-Value
4489,17408.0,162,8,316.09000000000003,1,Low-Value
4046,16957.0,238,12,316.14,2,Mid-Value
2071,14954.0,11,56,316.4199999999999,1,Low-Value
2320,15204.0,356,9,316.58000000000004,2,Mid-Value
3681,16589.0,70,21,316.65,1,Low-Value
1756,14620.0,205,21,317.33000000000004,2,Mid-Value
254,13073.0,410,20,317.43,2,Mid-Value
1246,14097.0,480,27,317.4700000000001,0,Lost Customer
3721,16629.0,73,36,317.71999999999997,1,Low-Value
3333,16234.0,475,14,317.88000000000005,2,Mid-Value
4646,17573.0,28,21,317.9,1,Low-Value
296,13116.0,137,18,318.56,1,Low-Value
56,12869.0,681,32,318.57,0,Lost Customer
1432,14288.0,212,10,318.6,2,Mid-Value
2829,15721.0,11,46,318.93000000000006,1,Low-Value
2529,15418.0,424,40,319.28,2,Mid-Value
1813,14678.0,578,19,319.36999999999995,0,Lost Customer
1349,14203.0,396,15,319.44000000000005,2,Mid-Value
1489,14348.0,259,13,319.57,2,Mid-Value
1092,13942.0,534,1,320.0,0,Lost Customer
2439,15323.0,562,21,320.2,0,Lost Customer
34,12845.0,266,16,320.24,2,Mid-Value
4086,17000.0,395,22,320.31,2,Mid-Value
3849,16758.0,64,17,320.44,1,Low-Value
3906,16815.0,453,49,320.88000000000005,2,Mid-Value
1877,14742.0,434,18,321.4,2,Mid-Value
1314,14168.0,420,12,321.45,2,Mid-Value
4681,17608.0,32,98,321.45000000000005,1,Low-Value
3292,16192.0,735,9,321.6,0,Lost Customer
5346,18284.0,431,17,321.76000000000005,2,Mid-Value
3677,16585.0,593,17,321.78999999999996,0,Lost Customer
1565,14424.0,17,1,322.08,1,Low-Value
927,13765.0,652,16,322.221,0,Lost Customer
3438,16342.0,74,15,322.41,1,Low-Value
1964,14832.0,629,1,322.69,0,Lost Customer
1914,14780.0,54,19,322.88,1,Low-Value
4337,17254.0,4,86,323.05999999999995,1,Low-Value
3213,16111.0,427,33,323.23,2,Mid-Value
547,13372.0,89,19,323.38,1,Low-Value
2691,15582.0,24,21,323.57000000000005,1,Low-Value
4520,17440.0,156,6,323.58,1,Low-Value
3500,16404.0,69,16,323.65000000000003,1,Low-Value
4511,17431.0,312,32,323.95,2,Mid-Value
3329,16230.0,189,20,324.13,1,Low-Value
987,13834.0,576,16,324.19,0,Lost Customer
2281,15165.0,372,18,324.95,2,Mid-Value
3698,16606.0,403,20,325.11,2,Mid-Value
3250,16148.0,295,7,325.42,2,Mid-Value
3064,15960.0,373,18,325.75,2,Mid-Value
4731,17662.0,661,9,325.98,0,Lost Customer
3124,16021.0,394,56,326.61999999999995,2,Mid-Value
4977,17912.0,309,41,327.0,2,Mid-Value
2706,15597.0,34,21,327.01000000000005,1,Low-Value
243,13062.0,190,10,327.18,1,Low-Value
1476,14333.0,67,10,327.35,1,Low-Value
2378,15262.0,323,20,327.62000000000006,2,Mid-Value
4674,17601.0,238,39,327.66999999999985,2,Mid-Value
3362,16263.0,422,18,327.86,2,Mid-Value
2309,15193.0,60,13,328.12,1,Low-Value
4019,16930.0,25,40,328.4200000000001,1,Low-Value
1,12608.0,404,11,328.49,2,Mid-Value
838,13675.0,150,17,328.84000000000003,1,Low-Value
4333,17250.0,3,43,329.18999999999994,1,Low-Value
3958,16868.0,393,37,329.20999999999987,2,Mid-Value
4105,17020.0,541,23,329.5,0,Lost Customer
3408,16310.0,413,19,329.63,2,Mid-Value
2694,15585.0,176,22,329.64,1,Low-Value
4805,17736.0,8,19,329.67999999999995,1,Low-Value
1558,14417.0,387,50,329.91999999999996,2,Mid-Value
2197,15080.0,427,17,330.25,2,Mid-Value
4331,17248.0,119,56,330.63,1,Low-Value
759,13594.0,52,21,330.98,1,Low-Value
2216,15099.0,83,17,331.08000000000004,1,Low-Value
1440,14296.0,420,20,331.15,2,Mid-Value
2242,15126.0,536,18,331.24999999999994,0,Lost Customer
2073,14956.0,420,1,331.25,2,Mid-Value
3452,16356.0,197,42,331.47,1,Low-Value
2079,14962.0,270,12,331.51,2,Mid-Value
789,13624.0,387,17,331.55,2,Mid-Value
3613,16519.0,24,25,331.71,1,Low-Value
821,13657.0,10,12,331.73999999999995,1,Low-Value
1167,14018.0,644,12,331.75,0,Lost Customer
2964,15859.0,431,15,331.78000000000003,2,Mid-Value
3251,16149.0,4,22,332.02000000000004,1,Low-Value
5284,18222.0,92,15,332.24,1,Low-Value
48,12859.0,458,12,332.3499999999999,2,Mid-Value
1633,14494.0,25,13,332.76,1,Low-Value
1207,14058.0,462,17,332.81,2,Mid-Value
431,13252.0,393,14,332.9,2,Mid-Value
4993,17928.0,44,23,332.9,1,Low-Value
1747,14611.0,443,17,333.09000000000003,2,Mid-Value
1216,14067.0,63,41,333.19,1,Low-Value
4875,17807.0,394,55,333.90999999999997,2,Mid-Value
2394,15278.0,561,17,334.38000000000005,0,Lost Customer
5263,18201.0,722,20,334.43,0,Lost Customer
3342,16243.0,33,39,334.84999999999985,1,Low-Value
1343,14197.0,410,17,334.85,2,Mid-Value
1342,14196.0,106,6,335.52,1,Low-Value
2610,15501.0,404,52,335.54999999999995,2,Mid-Value
3104,16001.0,380,14,335.59000000000003,2,Mid-Value
1474,14331.0,123,19,335.88,1,Low-Value
1147,13997.0,518,36,336.06,0,Lost Customer
4254,17171.0,288,19,336.32,2,Mid-Value
2728,15619.0,10,3,336.40000000000003,1,Low-Value
3413,16315.0,330,19,336.43,2,Mid-Value
1772,14636.0,35,15,336.63000000000005,1,Low-Value
2008,14877.0,417,46,336.75,2,Mid-Value
2416,15300.0,63,18,336.84,1,Low-Value
3669,16576.0,419,21,337.62,2,Mid-Value
3876,16785.0,409,22,337.68,2,Mid-Value
4476,17393.0,410,36,337.74999999999994,2,Mid-Value
5212,18150.0,31,22,338.87999999999994,1,Low-Value
5197,18134.0,597,21,339.09999999999997,0,Lost Customer
1735,14599.0,389,52,339.17999999999995,2,Mid-Value
1857,14722.0,146,52,339.37,1,Low-Value
2464,15349.0,157,46,339.41999999999996,1,Low-Value
3864,16773.0,56,48,339.58999999999986,1,Low-Value
5305,18243.0,413,17,339.64000000000004,2,Mid-Value
4283,17200.0,386,21,340.32,2,Mid-Value
1570,14429.0,403,15,340.78,2,Mid-Value
104,12920.0,16,36,340.79999999999995,1,Low-Value
3186,16084.0,298,28,342.73,2,Mid-Value
5130,18067.0,39,30,342.93000000000006,1,Low-Value
3708,16616.0,14,19,343.03000000000003,1,Low-Value
1937,14804.0,8,11,343.06999999999994,1,Low-Value
303,13123.0,472,31,343.68,2,Mid-Value
249,13068.0,9,2,344.0,1,Low-Value
4078,16990.0,218,2,344.0,2,Mid-Value
3895,16804.0,22,39,344.16,1,Low-Value
260,13079.0,3,13,344.17999999999995,1,Low-Value
4459,17376.0,70,39,344.23,1,Low-Value
4485,17403.0,35,34,344.3399999999999,1,Low-Value
4835,17767.0,14,30,344.7,1,Low-Value
3074,15970.0,303,9,345.0200000000001,2,Mid-Value
427,13248.0,124,20,345.53,1,Low-Value
1667,14528.0,36,15,345.62,1,Low-Value
1892,14757.0,74,16,345.74,1,Low-Value
4440,17357.0,23,33,345.7599999999999,1,Low-Value
4535,17459.0,42,39,346.37999999999994,1,Low-Value
2759,15650.0,521,22,346.62999999999994,0,Lost Customer
4010,16921.0,60,69,346.75999999999993,1,Low-Value
2259,15143.0,225,18,346.9099999999999,2,Mid-Value
4908,17842.0,601,13,346.99,0,Lost Customer
2202,15085.0,729,9,347.53999999999996,0,Lost Customer
3616,16522.0,435,14,347.56,2,Mid-Value
3307,16207.0,24,15,348.03999999999996,1,Low-Value
3361,16262.0,377,21,348.70000000000005,2,Mid-Value
2128,15011.0,395,17,349.0,2,Mid-Value
5113,18050.0,358,20,349.3599999999999,2,Mid-Value
185,13002.0,317,19,349.4800000000001,2,Mid-Value
3062,15958.0,73,43,349.5199999999999,1,Low-Value
1952,14819.0,63,36,349.76,1,Low-Value
4315,17232.0,2,26,350.29999999999995,1,Low-Value
5028,17964.0,31,60,350.4800000000001,1,Low-Value
730,13565.0,18,46,351.5099999999999,1,Low-Value
2936,15830.0,37,21,351.98,1,Low-Value
4983,17918.0,500,27,352.71999999999997,0,Lost Customer
22,12833.0,144,21,352.74,1,Low-Value
3529,16433.0,27,29,352.90000000000003,1,Low-Value
2649,15540.0,10,24,353.13,1,Low-Value
4244,17161.0,443,20,353.33000000000004,2,Mid-Value
3695,16603.0,74,24,353.49999999999994,1,Low-Value
3419,16323.0,195,4,353.66,1,Low-Value
3911,16820.0,95,19,353.91,1,Low-Value
1587,14448.0,8,15,354.05000000000007,1,Low-Value
73,12888.0,213,5,354.12,2,Mid-Value
3907,16816.0,102,24,354.36000000000007,1,Low-Value
4505,17425.0,18,18,354.69,1,Low-Value
2648,15539.0,6,22,354.8,1,Low-Value
542,13367.0,431,10,354.8,2,Mid-Value
2096,14979.0,734,38,355.6199999999999,0,Lost Customer
1926,14793.0,20,23,355.67,1,Low-Value
16,12827.0,5,21,355.74999999999994,1,Low-Value
5094,18031.0,378,36,355.86999999999995,2,Mid-Value
5063,17999.0,36,75,356.30999999999995,1,Low-Value
3541,16445.0,33,89,356.7999999999999,1,Low-Value
1639,14500.0,87,7,356.85,1,Low-Value
5335,18273.0,1,4,357.0,1,Low-Value
2704,15595.0,487,4,357.6,0,Lost Customer
387,13207.0,14,9,357.9600000000001,1,Low-Value
5012,17948.0,146,1,358.56000000000006,1,Low-Value
4853,17785.0,52,44,358.6800000000001,1,Low-Value
2053,14926.0,381,3,359.4,2,Mid-Value
4057,16968.0,3,24,359.57000000000005,1,Low-Value
142,12958.0,399,32,359.9699999999999,2,Mid-Value
476,13298.0,0,2,360.0,1,Low-Value
559,13385.0,329,22,361.19000000000005,2,Mid-Value
4348,17265.0,138,69,361.37999999999994,1,Low-Value
3039,15935.0,238,5,361.66,2,Mid-Value
3688,16596.0,15,18,362.2800000000001,1,Low-Value
140,12956.0,305,30,362.3899999999999,2,Mid-Value
1913,14779.0,280,37,362.3999999999999,2,Mid-Value
896,13733.0,410,20,362.4,2,Mid-Value
1269,14122.0,405,13,362.41999999999996,2,Mid-Value
3856,16765.0,293,33,362.54999999999995,2,Mid-Value
2129,15012.0,53,88,362.7599999999999,1,Low-Value
5289,18227.0,217,5,363.25,2,Mid-Value
806,13642.0,215,68,363.25999999999993,2,Mid-Value
1917,14784.0,25,19,363.45000000000005,1,Low-Value
3954,16864.0,433,13,363.65,2,Mid-Value
3141,16038.0,7,20,363.68,1,Low-Value
1114,13964.0,386,19,364.05,2,Mid-Value
530,13355.0,121,15,364.15000000000003,1,Low-Value
862,13699.0,154,17,364.81,1,Low-Value
18,12829.0,336,17,364.84000000000003,2,Mid-Value
5116,18053.0,70,19,365.0400000000001,1,Low-Value
3543,16447.0,135,34,366.55,1,Low-Value
3923,16832.0,183,16,366.60999999999996,1,Low-Value
3502,16406.0,18,89,366.89,1,Low-Value
3635,16541.0,734,29,367.28000000000003,0,Lost Customer
2085,14968.0,29,58,367.40999999999997,1,Low-Value
157,12973.0,413,5,367.85,2,Mid-Value
1668,14529.0,59,110,367.87999999999977,1,Low-Value
1799,14664.0,19,56,367.9499999999999,1,Low-Value
127,12943.0,557,15,367.94999999999993,0,Lost Customer
2588,15477.0,649,2,368.4,0,Lost Customer
5060,17996.0,379,51,368.55999999999995,2,Mid-Value
1295,14148.0,233,10,368.64,2,Mid-Value
2393,15277.0,46,19,369.24,1,Low-Value
2996,15891.0,226,40,369.28,2,Mid-Value
4734,17665.0,492,9,369.42,0,Lost Customer
651,13480.0,416,24,369.56,2,Mid-Value
1959,14826.0,581,9,369.59999999999997,0,Lost Customer
761,13596.0,5,58,370.18,1,Low-Value
3638,16544.0,519,10,370.45000000000005,0,Lost Customer
4524,17447.0,39,22,370.55000000000007,1,Low-Value
2180,15063.0,212,5,370.79999999999995,2,Mid-Value
3134,16031.0,91,60,370.8099999999999,1,Low-Value
4584,17510.0,24,25,371.46,1,Low-Value
2039,14908.0,73,13,371.70000000000005,1,Low-Value
374,13194.0,135,8,371.73999999999995,1,Low-Value
2992,15887.0,406,18,371.75,2,Mid-Value
344,13164.0,568,10,372.20000000000005,0,Lost Customer
3696,16604.0,562,9,373.05,0,Lost Customer
1805,14670.0,279,99,373.1699999999999,2,Mid-Value
4653,17580.0,252,54,373.3899999999999,2,Mid-Value
969,13807.0,366,22,373.75,2,Mid-Value
225,13043.0,272,9,374.46000000000004,2,Mid-Value
2254,15138.0,393,22,375.21,2,Mid-Value
685,13518.0,85,21,375.66,1,Low-Value
5326,18264.0,498,22,375.84999999999997,0,Lost Customer
2982,15877.0,1,58,375.86999999999995,1,Low-Value
5102,18039.0,373,86,376.2999999999999,2,Mid-Value
1124,13974.0,48,23,376.29999999999995,1,Low-Value
5052,17988.0,11,83,376.5599999999998,1,Low-Value
2057,14940.0,417,22,377.28999999999996,2,Mid-Value
2558,15447.0,330,22,377.69999999999993,2,Mid-Value
614,13442.0,666,32,377.99,0,Lost Customer
3150,16048.0,372,17,378.39000000000004,2,Mid-Value
2707,15598.0,52,24,378.43999999999994,1,Low-Value
4496,17415.0,78,9,378.44,1,Low-Value
852,13689.0,62,4,378.5,1,Low-Value
3368,16269.0,437,26,378.67,2,Mid-Value
4413,17330.0,22,7,378.8,1,Low-Value
2041,14910.0,2,26,378.9200000000001,1,Low-Value
2743,15634.0,16,23,379.24999999999994,1,Low-Value
2082,14965.0,95,47,379.3,1,Low-Value
3938,16847.0,42,23,379.44,1,Low-Value
4190,17106.0,388,34,379.5899999999999,2,Mid-Value
2938,15832.0,253,25,379.61000000000007,2,Mid-Value
1270,14123.0,732,20,379.63,0,Lost Customer
1400,14254.0,432,13,379.67999999999995,2,Mid-Value
5161,18098.0,395,51,379.93999999999994,2,Mid-Value
417,13238.0,16,16,380.0300000000001,1,Low-Value
2809,15700.0,171,41,380.18999999999994,1,Low-Value
91,12907.0,395,18,380.71,2,Mid-Value
513,13336.0,76,24,380.88,1,Low-Value
416,13237.0,387,16,380.8999999999999,2,Mid-Value
3067,15963.0,19,22,380.9100000000001,1,Low-Value
4781,17712.0,44,20,380.96000000000004,1,Low-Value
3486,16390.0,536,16,381.1000000000001,0,Lost Customer
3600,16504.0,24,57,381.1899999999998,1,Low-Value
5332,18270.0,37,15,381.34999999999997,1,Low-Value
4184,17100.0,17,26,381.62000000000006,1,Low-Value
442,13264.0,442,19,381.66,2,Mid-Value
2616,15507.0,171,33,381.99,1,Low-Value
1325,14179.0,40,76,382.0599999999998,1,Low-Value
302,13122.0,93,23,382.25,1,Low-Value
5087,18024.0,152,17,382.34999999999997,1,Low-Value
2240,15124.0,22,24,382.5999999999999,1,Low-Value
3705,16613.0,69,18,383.87,1,Low-Value
2237,15121.0,49,23,383.87999999999994,1,Low-Value
5049,17985.0,21,15,384.85,1,Low-Value
1178,14029.0,62,12,385.06000000000006,1,Low-Value
3448,16352.0,17,20,385.18000000000006,1,Low-Value
2476,15362.0,448,25,385.43000000000006,2,Mid-Value
2698,15589.0,255,23,385.53000000000003,2,Mid-Value
1354,14208.0,94,23,385.7999999999999,1,Low-Value
2431,15315.0,63,23,385.94,1,Low-Value
2993,15888.0,80,34,386.19000000000005,1,Low-Value
762,13597.0,399,16,386.51,2,Mid-Value
1104,13954.0,0,22,386.52,1,Low-Value
2768,15659.0,43,15,386.69000000000005,1,Low-Value
3781,16689.0,75,12,387.2,1,Low-Value
3632,16538.0,540,37,387.96999999999997,0,Lost Customer
2886,15780.0,183,23,388.12999999999994,1,Low-Value
4378,17295.0,28,44,388.36999999999995,1,Low-Value
3127,16024.0,11,52,388.67000000000013,1,Low-Value
4588,17514.0,127,58,389.16999999999996,1,Low-Value
4349,17266.0,1,85,389.3099999999997,1,Low-Value
5112,18049.0,436,52,389.35999999999996,2,Mid-Value
1887,14752.0,43,5,389.63999999999993,1,Low-Value
4671,17598.0,380,8,389.64,2,Mid-Value
5278,18216.0,30,21,390.50000000000006,1,Low-Value
4955,17890.0,322,56,391.03,2,Mid-Value
3065,15961.0,378,30,391.49,2,Mid-Value
1083,13933.0,108,13,391.73999999999995,1,Low-Value
3021,15917.0,247,82,391.7599999999999,2,Mid-Value
1148,13998.0,446,21,391.95,2,Mid-Value
3440,16344.0,157,20,391.9599999999999,1,Low-Value
3918,16827.0,392,12,392.13000000000005,2,Mid-Value
861,13698.0,596,32,392.17999999999995,0,Lost Customer
1774,14638.0,50,14,392.39000000000004,1,Low-Value
1978,14846.0,426,9,392.4,2,Mid-Value
5152,18089.0,446,9,392.75,2,Mid-Value
1383,14237.0,372,20,392.84,2,Mid-Value
549,13374.0,414,15,392.95,2,Mid-Value
3266,16166.0,427,20,393.5300000000001,2,Mid-Value
5253,18191.0,261,11,393.8,2,Mid-Value
4418,17335.0,383,32,394.03999999999996,2,Mid-Value
248,13067.0,81,28,394.1599999999999,1,Low-Value
1522,14381.0,51,53,394.46,1,Low-Value
4513,17433.0,87,58,394.8,1,Low-Value
351,13171.0,21,34,394.84999999999997,1,Low-Value
1728,14592.0,34,101,394.90999999999985,1,Low-Value
1368,14222.0,176,23,395.04999999999995,1,Low-Value
866,13703.0,317,33,395.06000000000006,2,Mid-Value
4534,17458.0,14,59,395.7799999999999,1,Low-Value
3977,16888.0,400,45,395.8,2,Mid-Value
1185,14036.0,284,24,395.95,2,Mid-Value
356,13176.0,45,51,396.0,1,Low-Value
723,13558.0,5,99,396.11999999999995,1,Low-Value
5106,18043.0,24,80,396.2199999999998,1,Low-Value
4516,17436.0,1,11,396.36,1,Low-Value
4138,17053.0,130,11,396.47999999999996,1,Low-Value
503,13325.0,81,8,396.8,1,Low-Value
